Seqname	GeneSymbol	Type	Diagrams	Total	Context+	Context	Structure	Energy	"Branch Length"	Pct	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	"UTR Length"
XM_014141346	LOC106569758	NonCoding	"Click Me"	1	-0.365	-0.365	155	-20.91	0		0	0	0	0	0	0	1	0	0	0	0	0	1825
XM_014196157	LOC106603037	NonCoding	"Click Me"	1	-0.365	-0.374	146	-14.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3225
XM_014196158	LOC106603037	NonCoding	"Click Me"	1	-0.365	-0.374	146	-14.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3195
XM_014196160	LOC106603037	NonCoding	"Click Me"	1	-0.365	-0.374	146	-14.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3178
XM_014196161	LOC106603037	NonCoding	"Click Me"	1	-0.365	-0.374	146	-14.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3079
XM_014141162	LOC106569619	NonCoding	"Click Me"	1	-0.365	-0.341	146	-18.01	0		0	0	0	0	0	0	1	0	0	0	0	0	1658
XM_014208676	LOC106609707	NonCoding	"Click Me"	1	-0.365	-0.378	164	-20.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2954
XM_014208677	LOC106609707	NonCoding	"Click Me"	1	-0.365	-0.378	164	-20.65	0		0	0	0	0	0	0	1	0	0	0	0	0	3149
XM_014198925	LOC106604367	NonCoding	"Click Me"	1	-0.365	-0.284	151	-19.11	0		0	0	0	0	0	0	1	0	0	0	0	0	2436
XM_014180687	LOC106590110	NonCoding	"Click Me"	1	-0.365	-0.35	157	-18.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1456
XM_014125077	LOC106561290	NonCoding	"Click Me"	1	-0.364	-0.386	146	-18.82	0		0	0	0	0	0	0	1	0	0	0	0	0	2059
XM_014125078	LOC106561290	NonCoding	"Click Me"	1	-0.364	-0.386	146	-18.82	0		0	0	0	0	0	0	1	0	0	0	0	0	1869
XM_014183753	LOC106592415	NonCoding	"Click Me"	1	-0.364	-0.378	153	-17.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1652
NM_001126232	trp-i	Coding	"Click Me"	1	-0.364	-0.347	153	-21.08	0		0	0	0	0	0	0	1	0	0	0	0	0	862
XM_014207467	LOC106609075	NonCoding	"Click Me"	1	-0.364	-0.334	162	-19.27	0		0	0	0	0	0	0	1	0	0	0	0	0	4675
NM_001173799	crhbp	Coding	"Click Me"	1	-0.364	-0.38	151	-18.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1718
XM_014191609	LOC106600304	NonCoding	"Click Me"	1	-0.364	-0.316	159	-21	0		0	0	0	0	0	0	1	0	0	0	0	0	9026
XM_014191610	LOC106600304	NonCoding	"Click Me"	1	-0.364	-0.316	159	-21	0		0	0	0	0	0	0	1	0	0	0	0	0	9026
XM_014191616	LOC106600304	NonCoding	"Click Me"	1	-0.364	-0.316	159	-21	0		0	0	0	0	0	0	1	0	0	0	0	0	8930
XM_014143031	LOC106570581	NonCoding	"Click Me"	1	-0.364	-0.32	148	-18.54	0		0	0	0	0	0	0	1	0	0	0	0	0	766
XM_014203197	LOC106606824	NonCoding	"Click Me"	1	-0.364	-0.373	141	-16.95	0		0	0	0	0	0	0	1	0	0	0	0	0	1305
XM_014203198	LOC106606824	NonCoding	"Click Me"	1	-0.364	-0.373	141	-16.95	0		0	0	0	0	0	0	1	0	0	0	0	0	1219
XM_014208123	LOC106609361	NonCoding	"Click Me"	1	-0.363	-0.37	148	-18.35	0		0	0	0	0	0	0	1	0	0	0	0	0	4451
XM_014196508	LOC106603182	NonCoding	"Click Me"	1	-0.362	-0.325	152	-17.39	0		0	0	0	0	0	0	1	0	0	0	0	0	912
XM_014213861	LOC106612577	NonCoding	"Click Me"	1	-0.362	-0.294	160	-21.21	0		0	0	0	0	0	0	1	0	0	0	0	0	5726
XM_014201563	tryp	NonCoding	"Click Me"	1	-0.362	-0.346	153	-21.08	0		0	0	0	0	0	0	1	0	0	0	0	0	2280
XM_014200062	LOC106604924	NonCoding	"Click Me"	1	-0.362	-0.362	146	-18.89	0		0	0	0	0	0	0	1	0	0	0	0	0	6789
XM_014200063	LOC106604924	NonCoding	"Click Me"	1	-0.362	-0.362	146	-18.89	0		0	0	0	0	0	0	1	0	0	0	0	0	6786
XM_014200064	LOC106604924	NonCoding	"Click Me"	1	-0.362	-0.362	146	-18.89	0		0	0	0	0	0	0	1	0	0	0	0	0	6766
XM_014172524	ccdc112	NonCoding	"Click Me"	1	-0.361	-0.428	147	-17.75	0		0	0	0	0	0	0	1	0	0	0	0	0	1810
XM_014130744	LOC106564597	NonCoding	"Click Me"	1	-0.361	-0.365	161	-25.44	0		0	0	0	0	0	0	1	0	0	0	0	0	3736
NM_001141916	bdh2	Coding	"Click Me"	1	-0.361	-0.333	154	-23.47	0		0	0	0	0	0	0	1	0	0	0	0	0	1280
XM_014160345	LOC106579881	NonCoding	"Click Me"	1	-0.361	-0.319	146	-14.23	0		0	0	0	0	0	0	1	0	0	0	0	0	1605
XM_014172525	ccdc112	NonCoding	"Click Me"	1	-0.361	-0.428	147	-17.75	0		0	0	0	0	0	0	1	0	0	0	0	0	1812
XM_014131557	bdh2	NonCoding	"Click Me"	1	-0.361	-0.333	154	-23.47	0		0	0	0	0	0	0	1	0	0	0	0	0	1234
XM_014131558	bdh2	NonCoding	"Click Me"	1	-0.361	-0.333	154	-23.47	0		0	0	0	0	0	0	1	0	0	0	0	0	1165
XM_014146033	sycp2	NonCoding	"Click Me"	1	-0.36	-0.358	143	-14.32	0		0	0	0	0	0	0	1	0	0	0	0	0	5922
XR_001322062	LOC106577083	NonCoding	"Click Me"	1	-0.36	-0.306	151	-18.52	0		0	0	0	0	0	0	1	0	0	0	0	0	1981
XM_014195723	cldn7	NonCoding	"Click Me"	1	-0.36	-0.373	150	-18.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2819
XM_014138142	aatf	NonCoding	"Click Me"	1	-0.359	-0.36	140	-15.86	0		0	0	0	0	0	0	1	0	0	0	0	0	3049
XM_014184436	LOC106593103	NonCoding	"Click Me"	1	-0.359	-0.39	157	-19.77	0		0	0	0	0	0	0	1	0	0	0	0	0	1956
NM_001173910	gstcd	Coding	"Click Me"	1	-0.359	-0.389	147	-20.02	0		0	0	0	0	0	0	1	0	0	0	0	0	2948
XM_014148217	LOC106573289	NonCoding	"Click Me"	1	-0.359	-0.355	160	-17.78	0		0	0	0	0	0	0	1	0	0	0	0	0	3866
XM_014149542	LOC106574028	NonCoding	"Click Me"	1	-0.359	-0.355	160	-17.78	0		0	0	0	0	0	0	1	0	0	0	0	0	1755
XM_014189225	LOC106598161	NonCoding	"Click Me"	1	-0.359	-0.355	160	-17.78	0		0	0	0	0	0	0	1	0	0	0	0	0	1752
XM_014175932	LOC106587493	NonCoding	"Click Me"	1	-0.359	-0.387	153	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	1045
XM_014199849	LOC106604805	NonCoding	"Click Me"	1	-0.359	-0.383	143	-14.17	0		0	0	0	0	0	0	1	0	0	0	0	0	1156
XM_014213657	arcn1	NonCoding	"Click Me"	1	-0.359	-0.299	160	-23.4	0		0	0	0	0	0	0	1	0	0	0	0	0	3296
XM_014198197	tiar	NonCoding	"Click Me"	1	-0.359	-0.384	164	-20.07	0		0	0	0	0	0	0	1	0	0	0	0	0	1972
XM_014200501	LOC106605148	NonCoding	"Click Me"	1	-0.358	-0.373	155	-16.3	0		0	0	0	0	0	0	1	0	0	0	0	0	3487
XM_014153283	LOC106576235	NonCoding	"Click Me"	1	-0.358	-0.367	148	-18.35	0		0	0	0	0	0	0	1	0	0	0	0	0	4411
XM_014153284	LOC106576235	NonCoding	"Click Me"	1	-0.358	-0.367	148	-18.35	0		0	0	0	0	0	0	1	0	0	0	0	0	4309
XM_014127175	LOC106562350	NonCoding	"Click Me"	1	-0.358	-0.328	152	-21.6	0		0	0	0	0	0	0	1	0	0	0	0	0	3499
XM_014127176	LOC106562350	NonCoding	"Click Me"	1	-0.358	-0.328	152	-21.6	0		0	0	0	0	0	0	1	0	0	0	0	0	3682
XM_014127177	LOC106562350	NonCoding	"Click Me"	1	-0.358	-0.328	152	-21.6	0		0	0	0	0	0	0	1	0	0	0	0	0	3219
XM_014127178	LOC106562350	NonCoding	"Click Me"	1	-0.358	-0.328	152	-21.6	0		0	0	0	0	0	0	1	0	0	0	0	0	3224
XM_014179450	LOC106589451	NonCoding	"Click Me"	1	-0.358	-0.317	153	-18.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4614
XR_001330156	LOC106611745	NonCoding	"Click Me"	1	-0.357	-0.361	152	-17.16	0		0	0	0	0	0	0	1	0	0	0	0	0	891
NM_001140555	ra51a	Coding	"Click Me"	1	-0.357	-0.306	158	-20.57	0		0	0	0	0	0	0	1	0	0	0	0	0	1860
XM_014148817	LOC106573615	NonCoding	"Click Me"	1	-0.357	-0.323	143	-18.03	0		0	0	0	0	0	0	1	0	0	0	0	0	1110
XM_014179451	LOC106589451	NonCoding	"Click Me"	1	-0.357	-0.316	153	-18.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4618
XM_014175915	LOC106587487	NonCoding	"Click Me"	1	-0.356	-0.337	151	-22.47	0		0	0	0	0	0	0	1	0	0	0	0	0	1604
XM_014175919	LOC106587487	NonCoding	"Click Me"	1	-0.356	-0.337	151	-22.47	0		0	0	0	0	0	0	1	0	0	0	0	0	1962
XM_014206628	LOC106608597	NonCoding	"Click Me"	1	-0.356	-0.353	146	-15.54	0		0	0	0	0	0	0	1	0	0	0	0	0	1254
XM_014137343	LOC106567723	NonCoding	"Click Me"	1	-0.356	-0.348	155	-17.22	0		0	0	0	0	0	0	1	0	0	0	0	0	2247
XM_014137344	LOC106567723	NonCoding	"Click Me"	1	-0.356	-0.348	155	-17.22	0		0	0	0	0	0	0	1	0	0	0	0	0	2006
XM_014137345	LOC106567723	NonCoding	"Click Me"	1	-0.356	-0.348	155	-17.22	0		0	0	0	0	0	0	1	0	0	0	0	0	2001
XM_014194066	LOC106601718	NonCoding	"Click Me"	1	-0.356	-0.351	152	-18.75	0		0	0	0	0	0	0	1	0	0	0	0	0	2510
XM_014156907	LOC106578251	NonCoding	"Click Me"	1	-0.356	-0.387	152	-16.62	0		0	0	0	0	0	0	1	0	0	0	0	0	927
XR_001329128	LOC106606813	NonCoding	"Click Me"	1	-0.356	-0.328	151	-22.04	0		0	0	0	0	0	0	1	0	0	0	0	0	433
XM_014145134	LOC106571733	NonCoding	"Click Me"	1	-0.356	-0.352	149	-15.35	0		0	0	0	0	0	0	1	0	0	0	0	0	1098
XM_014145135	LOC106571733	NonCoding	"Click Me"	1	-0.356	-0.352	149	-15.35	0		0	0	0	0	0	0	1	0	0	0	0	0	1048
XM_014127669	eftud1	NonCoding	"Click Me"	1	-0.356	-0.322	153	-17.49	0		0	0	0	0	0	0	1	0	0	0	0	0	4544
XM_014142331	LOC106570232	NonCoding	"Click Me"	1	-0.355	-0.401	150	-14.95	0		0	0	0	0	0	0	1	0	0	0	0	0	3803
XM_014212890	LOC106612069	NonCoding	"Click Me"	1	-0.355	-0.285	153	-18.83	0		0	0	0	0	0	0	1	0	0	0	0	0	2433
NM_001123589	tnf-alpha-1	Coding	"Click Me"	1	-0.355	-0.408	149	-17.06	0		0	0	0	0	0	0	1	0	0	0	0	0	1400
XM_014126469	LOC106561972	NonCoding	"Click Me"	1	-0.355	-0.333	148	-17.29	0		0	0	0	0	0	0	1	0	0	0	0	0	1556
XM_014126470	LOC106561972	NonCoding	"Click Me"	1	-0.355	-0.333	148	-17.29	0		0	0	0	0	0	0	1	0	0	0	0	0	1418
XR_001320138	LOC106567712	NonCoding	"Click Me"	1	-0.354	-0.328	143	-15.51	0		0	0	0	0	0	0	1	0	0	0	0	0	697
XR_001324938	LOC106589874	NonCoding	"Click Me"	1	-0.354	-0.343	143	-16.8	0		0	0	0	0	0	0	1	0	0	0	0	0	438
XM_014131000	LOC106564712	NonCoding	"Click Me"	1	-0.354	-0.345	141	-16.55	0		0	0	0	0	0	0	1	0	0	0	0	0	5542
XM_014216509	LOC100380684	NonCoding	"Click Me"	1	-0.354	-0.341	148	-15.57	0		0	0	0	0	0	0	1	0	0	0	0	0	4504
XM_014158513	cbx1	NonCoding	"Click Me"	1	-0.354	-0.27	153	-19.4	0		0	0	0	0	0	0	1	0	0	0	0	0	1886
XM_014150467	LOC106574531	NonCoding	"Click Me"	1	-0.353	-0.346	156	-23.07	0		0	0	0	0	0	0	1	0	0	0	0	0	9429
XM_014186249	LOC106594866	NonCoding	"Click Me"	1	-0.353	-0.33	150	-21.88	0		0	0	0	0	0	0	1	0	0	0	0	0	2257
XM_014165265	LOC106582310	NonCoding	"Click Me"	1	-0.353	-0.243	165	-24.75	0		0	0	0	0	0	0	1	0	0	0	0	0	696
XM_014156667	LOC106578082	NonCoding	"Click Me"	1	-0.353	-0.311	146	-18.51	0		0	0	0	0	0	0	1	0	0	0	0	0	2513
XM_014168540	LOC106583901	NonCoding	"Click Me"	1	-0.352	-0.308	150	-20.2	0		0	0	0	0	0	0	1	0	0	0	0	0	2327
XM_014206611	LOC106608586	NonCoding	"Click Me"	1	-0.352	-0.333	144	-15.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2627
XM_014150673	LOC106574674	NonCoding	"Click Me"	1	-0.352	-0.316	154	-22.28	0		0	0	0	0	0	0	1	0	0	0	0	0	1784
XM_014160254	LOC106579881	NonCoding	"Click Me"	1	-0.352	-0.313	146	-14.23	0		0	0	0	0	0	0	1	0	0	0	0	0	1399
XM_014206610	LOC106608586	NonCoding	"Click Me"	1	-0.352	-0.333	144	-15.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2646
XM_014128269	LOC106563051	NonCoding	"Click Me"	1	-0.352	-0.302	160	-24.6	0		0	0	0	0	0	0	1	0	0	0	0	0	3467
XM_014179733	LOC106589584	NonCoding	"Click Me"	1	-0.351	-0.346	145	-16.41	0		0	0	0	0	0	0	1	0	0	0	0	0	1455
XR_001324104	LOC106585977	NonCoding	"Click Me"	1	-0.351	-0.314	145	-18.63	0		0	0	0	0	0	0	1	0	0	0	0	0	1767
XR_001328840	LOC106605393	NonCoding	"Click Me"	1	-0.351	-0.354	149	-18.02	0		0	0	0	0	0	0	1	0	0	0	0	0	684
XM_014139684	LOC106568894	NonCoding	"Click Me"	1	-0.351	-0.368	158	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2289
XM_014172160	ntrk2	NonCoding	"Click Me"	1	-0.35	-0.321	151	-23.4	0		0	0	0	0	0	0	1	0	0	0	0	0	7445
XM_014172161	ntrk2	NonCoding	"Click Me"	1	-0.35	-0.321	151	-23.4	0		0	0	0	0	0	0	1	0	0	0	0	0	7440
XM_014134331	LOC106566375	NonCoding	"Click Me"	1	-0.35	-0.334	167	-22.84	0		0	0	0	0	0	0	1	0	0	0	0	0	3876
XM_014198975	eif1ad	NonCoding	"Click Me"	1	-0.35	-0.359	143	-14.1	0		0	0	0	0	0	0	1	0	0	0	0	0	1602
XM_014198976	eif1ad	NonCoding	"Click Me"	1	-0.35	-0.359	143	-14.1	0		0	0	0	0	0	0	1	0	0	0	0	0	1517
XM_014134333	LOC106566375	NonCoding	"Click Me"	1	-0.349	-0.333	167	-22.84	0		0	0	0	0	0	0	1	0	0	0	0	0	3874
XM_014211137	LOC106611181	NonCoding	"Click Me"	1	-0.349	-0.349	152	-18.33	0		0	0	0	0	0	0	1	0	0	0	0	0	1245
XM_014196002	LOC106602950	NonCoding	"Click Me"	1	-0.349	-0.343	141	-13.97	0		0	0	0	0	0	0	1	0	0	0	0	0	3448
XR_001321527	LOC106574374	NonCoding	"Click Me"	1	-0.349	-0.359	164	-23.68	0		0	0	0	0	0	0	1	0	0	0	0	0	1255
XM_014146541	LOC106572405	NonCoding	"Click Me"	1	-0.349	-0.366	147	-17.06	0		0	0	0	0	0	0	1	0	0	0	0	0	6252
XM_014128245	LOC106563037	NonCoding	"Click Me"	1	-0.349	-0.353	159	-18.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2922
XM_014128246	LOC106563037	NonCoding	"Click Me"	1	-0.349	-0.353	159	-18.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2919
NM_001123590	tnf-alpha-2	Coding	"Click Me"	1	-0.349	-0.406	149	-17.06	0		0	0	0	0	0	0	1	0	0	0	0	0	1433
XM_014164759	LOC106582060	NonCoding	"Click Me"	1	-0.348	-0.321	149	-19.31	0		0	0	0	0	0	0	1	0	0	0	0	0	1458
XM_014138923	LOC106568504	NonCoding	"Click Me"	1	-0.348	-0.356	153	-19.69	0		0	0	0	0	0	0	1	0	0	0	0	0	2812
XM_014170570	LOC106584905	NonCoding	"Click Me"	1	-0.348	-0.376	151	-15.51	0		0	0	0	0	0	0	0	1	0	0	0	0	3952
XM_014170571	LOC106584905	NonCoding	"Click Me"	1	-0.348	-0.376	151	-15.51	0		0	0	0	0	0	0	0	1	0	0	0	0	3950
XM_014204698	LOC100194664	NonCoding	"Click Me"	1	-0.347	-0.335	142	-15.74	0		0	0	0	0	0	0	1	0	0	0	0	0	2140
XM_014204699	LOC100194664	NonCoding	"Click Me"	1	-0.347	-0.335	142	-15.74	0		0	0	0	0	0	0	1	0	0	0	0	0	2136
XM_014159351	LOC106579444	NonCoding	"Click Me"	1	-0.347	-0.319	143	-16.83	0		0	0	0	0	0	0	1	0	0	0	0	0	7665
XM_014125607	LOC106561539	NonCoding	"Click Me"	1	-0.347	-0.334	145	-15.88	0		0	0	0	0	0	0	1	0	0	0	0	0	3023
XR_001327588	LOC106599832	NonCoding	"Click Me"	1	-0.347	-0.415	140	-13.68	0		0	0	0	0	0	0	1	0	0	0	0	0	2096
XM_014129319	LOC106563597	NonCoding	"Click Me"	1	-0.347	-0.295	160	-20.67	0		0	0	0	0	0	0	1	0	0	0	0	0	831
XM_014216831	LOC106613965	NonCoding	"Click Me"	1	-0.346	-0.386	154	-19.64	0		0	0	0	0	0	0	1	0	0	0	0	0	3899
XM_014216832	LOC106613965	NonCoding	"Click Me"	1	-0.346	-0.386	154	-19.64	0		0	0	0	0	0	0	1	0	0	0	0	0	3953
XM_014216833	LOC106613965	NonCoding	"Click Me"	1	-0.346	-0.386	154	-19.64	0		0	0	0	0	0	0	1	0	0	0	0	0	3916
XM_014210562	LOC106610895	NonCoding	"Click Me"	1	-0.346	-0.297	146	-14.23	0		0	0	0	0	0	0	1	0	0	0	0	0	1440
XM_014210563	LOC106610895	NonCoding	"Click Me"	1	-0.346	-0.297	146	-14.23	0		0	0	0	0	0	0	1	0	0	0	0	0	1177
XM_014144477	LOC106571414	NonCoding	"Click Me"	1	-0.346	-0.355	148	-16.31	0		0	0	0	0	0	0	1	0	0	0	0	0	2300
XM_014204044	LOC106607256	NonCoding	"Click Me"	1	-0.346	-0.336	157	-17.51	0		0	0	0	0	0	0	1	0	0	0	0	0	4855
XM_014170211	LOC106584696	NonCoding	"Click Me"	1	-0.346	-0.303	143	-15.59	0		0	0	0	0	0	0	1	0	0	0	0	0	2564
XM_014204668	LOC100380852	NonCoding	"Click Me"	1	-0.346	-0.291	150	-18.5	0		0	0	0	0	0	0	1	0	0	0	0	0	3891
XM_014141161	LOC106569619	NonCoding	"Click Me"	1	-0.346	-0.311	146	-18.01	0		0	0	0	0	0	0	1	0	0	0	0	0	1544
XM_014132495	LOC106565404	NonCoding	"Click Me"	1	-0.346	-0.331	153	-15.84	0		0	0	0	0	0	0	1	0	0	0	0	0	440
XM_014153779	LOC106576555	NonCoding	"Click Me"	1	-0.345	-0.358	149	-18.75	0		0	0	0	0	0	0	1	0	0	0	0	0	2296
XM_014190874	LOC106599582	NonCoding	"Click Me"	1	-0.345	-0.305	149	-18.2	0		0	0	0	0	0	0	1	0	0	0	0	0	1342
XM_014190871	LOC106599582	NonCoding	"Click Me"	1	-0.345	-0.305	149	-18.2	0		0	0	0	0	0	0	1	0	0	0	0	0	1364
XM_014141632	LOC106569907	NonCoding	"Click Me"	1	-0.345	-0.36	145	-16.03	0		0	0	0	0	0	0	1	0	0	0	0	0	3635
XM_014141633	LOC106569907	NonCoding	"Click Me"	1	-0.345	-0.36	145	-16.03	0		0	0	0	0	0	0	1	0	0	0	0	0	3530
XM_014140083	LOC106569088	NonCoding	"Click Me"	1	-0.345	-0.285	147	-20.53	0		0	0	0	0	0	0	1	0	0	0	0	0	6411
XM_014147119	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15258
XM_014147123	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15255
XM_014147124	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15252
XM_014147125	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15252
XM_014147126	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15246
XM_014147127	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15243
XM_014147128	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15240
XM_014147130	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15237
XM_014147131	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15225
XM_014147132	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15216
XM_014147133	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15201
XM_014147134	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15117
XM_014147135	LOC100380641	NonCoding	"Click Me"	1	-0.344	-0.402	148	-14.56	0		0	0	0	0	0	0	1	0	0	0	0	0	15165
XM_014163739	LOC106581607	NonCoding	"Click Me"	1	-0.344	-0.286	151	-17.35	0		0	0	0	0	0	0	1	0	0	0	0	0	1943
XM_014167185	LOC106583242	NonCoding	"Click Me"	1	-0.344	-0.347	150	-14.62	0		0	0	0	0	0	0	1	0	0	0	0	0	3170
XM_014167187	LOC106583242	NonCoding	"Click Me"	1	-0.344	-0.347	150	-14.62	0		0	0	0	0	0	0	1	0	0	0	0	0	3195
XM_014167189	LOC106583242	NonCoding	"Click Me"	1	-0.344	-0.347	150	-14.62	0		0	0	0	0	0	0	1	0	0	0	0	0	2817
XR_001320343	LOC106568569	NonCoding	"Click Me"	1	-0.344	-0.384	159	-19.37	0		0	0	0	0	0	0	1	0	0	0	0	0	5150
XM_014211334	LOC106611287	NonCoding	"Click Me"	1	-0.344	-0.326	154	-18.45	0		0	0	0	0	0	0	1	0	0	0	0	0	3083
XM_014195882	LOC106602898	NonCoding	"Click Me"	1	-0.344	-0.332	143	-15.63	0		0	0	0	0	0	0	1	0	0	0	0	0	2154
XM_014213845	LOC106612569	NonCoding	"Click Me"	1	-0.344	-0.309	145	-17.74	0		0	0	0	0	0	0	1	0	0	0	0	0	2723
XM_014138440	LOC106568267	NonCoding	"Click Me"	1	-0.344	-0.381	140	-13.98	0		0	0	0	0	0	0	1	0	0	0	0	0	1731
XM_014194303	LOC106601876	NonCoding	"Click Me"	1	-0.344	-0.321	147	-16.01	0		0	0	0	0	0	0	1	0	0	0	0	0	3435
XM_014171182	LOC106585218	NonCoding	"Click Me"	1	-0.344	-0.347	150	-18.9	0		0	0	0	0	0	0	1	0	0	0	0	0	7025
XM_014171183	LOC106585218	NonCoding	"Click Me"	1	-0.344	-0.347	150	-18.9	0		0	0	0	0	0	0	1	0	0	0	0	0	6992
XM_014171184	LOC106585218	NonCoding	"Click Me"	1	-0.344	-0.347	150	-18.9	0		0	0	0	0	0	0	1	0	0	0	0	0	6989
XM_014129078	slc25a45	NonCoding	"Click Me"	1	-0.344	-0.337	148	-14.63	0		0	0	0	0	0	0	1	0	0	0	0	0	1337
XM_014161529	LOC106580449	NonCoding	"Click Me"	1	-0.343	-0.349	150	-15.78	0		0	0	0	0	0	0	1	0	0	0	0	0	2412
XM_014215067	LOC106613117	NonCoding	"Click Me"	1	-0.343	-0.322	144	-19.13	0		0	0	0	0	0	0	1	0	0	0	0	0	3628
XM_014190864	LOC106599575	NonCoding	"Click Me"	1	-0.343	-0.384	154	-17.72	0		0	0	0	0	0	0	0	1	0	0	0	0	6472
XM_014190865	LOC106599575	NonCoding	"Click Me"	1	-0.343	-0.384	154	-17.72	0		0	0	0	0	0	0	0	1	0	0	0	0	6469
XM_014190866	LOC106599575	NonCoding	"Click Me"	1	-0.343	-0.384	154	-17.72	0		0	0	0	0	0	0	0	1	0	0	0	0	6463
XM_014200901	LOC106605368	NonCoding	"Click Me"	1	-0.343	-0.36	151	-20.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2301
XM_014200902	LOC106605368	NonCoding	"Click Me"	1	-0.343	-0.36	151	-20.65	0		0	0	0	0	0	0	1	0	0	0	0	0	2298
XR_001321403	LOC106573704	NonCoding	"Click Me"	1	-0.343	-0.335	152	-19.77	0		0	0	0	0	0	0	1	0	0	0	0	0	788
XM_014186678	LOC106595301	NonCoding	"Click Me"	1	-0.342	-0.319	151	-22.04	0		0	0	0	0	0	0	1	0	0	0	0	0	2289
XM_014161531	LOC106580449	NonCoding	"Click Me"	1	-0.342	-0.349	150	-15.78	0		0	0	0	0	0	0	1	0	0	0	0	0	2289
XM_014194181	LOC106601798	NonCoding	"Click Me"	1	-0.342	-0.281	149	-19.49	0		0	0	0	0	0	0	1	0	0	0	0	0	3939
XM_014202924	LOC106606602	NonCoding	"Click Me"	1	-0.342	-0.281	149	-19.49	0		0	0	0	0	0	0	1	0	0	0	0	0	3939
XM_014143893	LOC106571155	NonCoding	"Click Me"	1	-0.342	-0.376	150	-21.15	0		0	0	0	0	0	0	1	0	0	0	0	0	3992
XM_014180366	LOC106589919	NonCoding	"Click Me"	1	-0.342	-0.394	143	-16.45	0		0	0	0	0	0	0	1	0	0	0	0	0	4720
NM_001140166	pri2	Coding	"Click Me"	1	-0.341	-0.27	153	-19.62	0		0	0	0	0	0	0	1	0	0	0	0	0	1827
XM_014190186	LOC106599116	NonCoding	"Click Me"	1	-0.341	-0.317	146	-13.44	0		0	0	0	0	0	0	1	0	0	0	0	0	594
XM_014148941	LOC106573672	NonCoding	"Click Me"	1	-0.341	-0.326	153	-20.97	0		0	0	0	0	0	0	1	0	0	0	0	0	4333
XM_014196021	LOC106602955	NonCoding	"Click Me"	1	-0.341	-0.31	152	-22.88	0		0	0	0	0	0	0	1	0	0	0	0	0	8624
XM_014210769	LOC106610991	NonCoding	"Click Me"	1	-0.341	-0.412	163	-20.1	0		0	0	0	0	0	0	1	0	0	0	0	0	7345
XM_014208579	LOC106609624	NonCoding	"Click Me"	1	-0.341	-0.302	155	-17.95	0		0	0	0	0	0	0	1	0	0	0	0	0	1347
NM_001139926	uap56	Coding	"Click Me"	1	-0.341	-0.309	153	-18.55	0		0	0	0	0	0	0	1	0	0	0	0	0	1907
